Fecha,Símbolo,Apertura,Máximo,Mínimo,Cierre,Volumen
2024-10-14,GOOGL,58.83,70.25,55.68,66.05,1486971
2024-10-14,AMZN,301.15,304.8,288.19,304.3,3763550
2024-10-14,NVDA,416.09,423.5,412.1,416.62,4045318
2024-10-14,META,330.58,334.65,313.11,329.43,4386026
2024-10-14,TSLA,295.06,298.99,283.39,290.19,688007
2024-10-14,AVGO,487.58,502.49,480.7,501.58,4056487
2024-10-14,COST,132.41,135.24,116.81,118.52,3071844
2024-10-14,NFLX,344.94,353.36,338.2,350.79,2203335
2024-10-14,ASML,372.57,383.6,357.41,369.92,4048032
2024-10-14,TMUS,291.1,300.2,274.21,284.04,1007672
2024-10-14,CSCO,92.3,101.55,87.03,100.29,3721576
2024-10-14,PEP,382.74,387.79,373.03,386.04,1441478
2024-10-14,AZN,207.98,214.75,189.02,212.73,594103
2024-10-14,LIN,134.92,149.67,122.67,143.81,4663578
2024-10-14,AMD,436.09,440.84,429.86,430.13,4649303
2024-10-14,ADBE,432.28,449.97,429.83,433.49,2676940
2024-10-14,ISRG,369.18,381.87,357.71,362.06,1851166
2024-10-14,INTU,489.41,507.65,486.31,491.76,2343005
2024-10-14,QCOM,279.07,292.5,264.84,272.1,1309880
2024-10-14,TXN,412.94,423.82,409.11,410.21,2796395
2024-10-14,BKNG,362.57,364.46,344.98,361.29,1404662
2024-10-14,ARM,367.88,377.33,357.46,359.17,4091748
2024-10-14,CMCSA,382.11,389.88,369.51,378.86,1166066
2024-10-14,HON,92.86,108.8,82.55,84.17,2416724
2024-10-14,AMGN,138.13,147.42,121.31,147.17,4365132
2024-10-14,PDD,61.41,79.21,42.22,44.72,4997803
2024-10-14,AMAT,361.41,368.68,342.27,358.49,3019806
2024-10-14,PANW,63.66,81.79,58.98,60.3,1632046
2024-10-14,ADP,421.44,436.04,409.14,430.05,3554929
2024-10-14,VRTX,328.07,338.05,325.03,330.77,1022000
2024-10-14,GILD,437.01,448.15,422.44,422.54,827274
2024-10-14,MU,488.61,502.09,483.42,487.96,668809
2024-10-15,AAPL,170.4,185.28,158.19,178.85,3560176
2024-10-15,MSFT,402.66,410.68,400.33,406.17,3301107
2024-10-15,GOOGL,135.87,141.79,133.75,138.16,3288073
2024-10-15,AMZN,256.18,264.13,242.54,245.76,788749
2024-10-15,NVDA,89.64,95.96,77.25,94.01,4161949
2024-10-15,META,353.9,364.71,337.3,350.54,2010292
2024-10-15,TSLA,250.16,261.6,244.08,244.9,522380
2024-10-15,AVGO,78.6,80.1,71.76,73.41,767819
2024-10-15,COST,489.65,494.85,481.35,493.99,2514053
2024-10-15,NFLX,440.41,451.01,424.4,427.39,3325903
2024-10-15,ASML,251.9,270.42,242.24,263.33,4002294
2024-10-15,TMUS,223.35,226.14,214.43,219.42,875304
2024-10-15,CSCO,62.96,69.01,53.76,60.96,4316508
2024-10-15,PEP,85.03,89.42,80.33,82.1,4175041
2024-10-15,AZN,217.41,225.69,206.45,213.26,3740732
2024-10-15,LIN,79.06,89.2,74.63,87.17,2246567
2024-10-15,AMD,116.77,128.49,100.72,116.24,745039
2024-10-15,ADBE,71.51,72.55,54.58,68.37,506284
2024-10-15,ISRG,279.75,283.59,269.6,279.8,3406087
2024-10-15,INTU,407.89,412.35,394.95,403.96,4109385
2024-10-15,QCOM,343.1,362.59,324.5,329.31,3562740
2024-10-15,TXN,209.53,212.98,199.93,205.52,3116503
2024-10-15,BKNG,241.65,247.88,228.22,232.42,706759
2024-10-15,ARM,367.56,379.65,352.62,367.45,1854756
2024-10-15,CMCSA,327.58,345.96,310.8,345.52,1641738
2024-10-15,HON,328.32,336.43,316.21,331.09,3488663
2024-10-15,AMGN,260.62,267.91,247.33,263.82,1222350
2024-10-15,PDD,353.24,369.66,352.22,365.84,4609851
2024-10-15,AMAT,464.45,468.63,447.37,465.63,4432860
2024-10-15,PANW,152.23,161.55,133.75,158.63,2320140
2024-10-15,ADP,353.8,369.9,334.15,368.19,2890896
2024-10-15,VRTX,412.93,422.01,397.13,404.23,3602858
2024-10-15,GILD,54.57,64.37,37.44,51.57,2658511
2024-10-15,MU,471.09,478.36,459.03,465.95,1950968
2024-10-16,AAPL,205.91,212.98,197.2,198.76,2093526
2024-10-16,MSFT,436.83,446.22,428.98,432.65,3177027
2024-10-16,GOOGL,259.43,269.18,246.26,247.98,2553261
2024-10-16,AMZN,494.28,500.02,474.72,480.1,3882263
2024-10-16,NVDA,330.87,333.63,320.39,327.74,2852022
2024-10-16,META,429.46,437.75,417.3,430.41,2541672
2024-10-16,TSLA,472.61,490.81,469.2,488.35,1476415
2024-10-16,AVGO,108.54,111.74,104.39,108.26,4663849
2024-10-16,COST,375.9,377.11,367.08,375.39,3490330
2024-10-16,NFLX,129.88,138.79,117.92,133.01,2746924
2024-10-16,ASML,166.62,177.85,165.28,171.63,4215464
2024-10-16,TMUS,102.54,115.02,97.16,109.49,4798439
2024-10-16,CSCO,226.72,239.69,218.63,236.94,3709993
2024-10-16,PEP,43.23,46.31,26.25,29.48,3535762
2024-10-16,AZN,218.19,235.69,207.85,234.46,3767374
2024-10-16,LIN,408.41,427.8,403.18,415.54,4098921
2024-10-16,AMD,404.61,420.34,385.66,391.04,3926363
2024-10-16,ADBE,389.24,406.99,374.78,393.24,4479311
2024-10-16,ISRG,326.15,331.04,310.27,318.29,1816970
2024-10-16,INTU,116.81,136.01,106.32,134.79,3566097
2024-10-16,QCOM,473.78,486.26,454.65,480.67,1744743
2024-10-16,TXN,167.35,177.15,162.73,163.47,1611034
2024-10-16,BKNG,462.14,463.81,446.95,456.85,4909500
2024-10-16,ARM,247.13,257.23,243.64,245.17,2383101
2024-10-16,CMCSA,115.26,119.91,111.94,118.83,3957555
2024-10-16,HON,435.57,451.94,428.71,429.26,2035720
2024-10-16,AMGN,120.37,136.25,100.43,120.13,730941
2024-10-16,PDD,110.52,127.59,93.68,97.51,1504071
2024-10-16,AMAT,348.73,354.0,328.96,346.06,1816178
2024-10-16,PANW,70.92,81.63,66.22,75.6,4236053
2024-10-16,ADP,409.71,417.54,403.48,403.69,2033967
2024-10-16,VRTX,325.8,345.5,320.69,324.87,1036086
2024-10-16,GILD,171.57,173.25,153.77,165.13,1996760
2024-10-16,MU,120.4,124.08,101.29,121.66,1761406
2024-10-17,AAPL,129.65,135.78,111.43,119.3,2326934
2024-10-17,MSFT,62.35,69.32,42.43,49.94,3550851
2024-10-17,GOOGL,62.88,64.49,58.33,58.57,3925788
2024-10-17,AMZN,306.87,315.61,290.77,293.22,2245843
2024-10-17,NVDA,239.22,243.73,235.04,243.48,1931697
2024-10-17,META,360.87,366.26,349.74,361.31,2848230
2024-10-17,TSLA,387.58,399.21,381.52,397.32,3122865
2024-10-17,AVGO,432.08,444.17,412.11,442.57,1449103
2024-10-17,COST,349.05,352.3,329.39,345.93,4934926
2024-10-17,NFLX,61.87,80.12,60.54,68.15,2069587
2024-10-17,ASML,227.69,239.98,220.11,222.67,3231855
2024-10-17,TMUS,144.34,151.71,131.38,143.93,1528866
2024-10-17,CSCO,411.93,426.04,408.54,411.43,4849102
2024-10-17,PEP,207.23,210.12,188.08,199.08,4583357
2024-10-17,AZN,150.36,157.99,147.54,152.37,1166813
2024-10-17,LIN,237.88,240.14,226.89,229.41,2663550
2024-10-17,AMD,329.15,344.77,311.4,323.65,3252450
2024-10-17,ADBE,153.94,156.21,149.7,153.4,2441564
2024-10-17,ISRG,243.13,261.51,224.15,226.5,2183629
2024-10-17,INTU,447.1,459.55,440.28,442.86,960402
2024-10-17,QCOM,369.02,374.56,358.67,373.6,4670156
2024-10-17,TXN,63.86,66.96,49.83,64.14,3397878
2024-10-17,BKNG,492.85,508.22,479.35,485.9,1769392
2024-10-17,ARM,347.35,361.32,336.2,340.96,1391556
2024-10-17,CMCSA,209.9,215.49,198.04,211.92,3435817
2024-10-17,HON,127.91,144.37,108.53,125.18,2187771
2024-10-17,AMGN,430.21,433.17,416.95,430.15,1073900
2024-10-17,PDD,205.37,213.68,202.37,210.62,3033772
2024-10-17,AMAT,484.22,491.27,469.45,487.79,4576430
2024-10-17,PANW,245.69,261.97,233.72,246.63,3276139
2024-10-17,ADP,327.01,335.12,313.18,327.74,2436990
2024-10-17,VRTX,339.35,355.29,320.16,354.94,2670298
2024-10-17,GILD,426.28,443.52,424.37,430.37,1195295
2024-10-17,MU,178.84,179.96,177.06,177.24,1180712
2024-10-18,AAPL,292.87,304.69,277.59,293.74,2291764
2024-10-18,MSFT,368.16,387.35,364.69,387.21,2506100
2024-10-18,GOOGL,314.27,329.71,298.04,315.33,3203464
2024-10-18,AMZN,151.19,169.29,144.38,159.51,1711895
2024-10-18,NVDA,334.86,337.18,326.7,329.95,920467
2024-10-18,META,63.43,79.51,59.72,73.84,4569802
2024-10-18,TSLA,199.2,210.52,186.54,210.2,4920267
2024-10-18,AVGO,448.17,455.2,446.15,451.66,511340
2024-10-18,COST,299.97,309.14,291.24,302.39,1544734
2024-10-18,NFLX,255.99,264.18,244.2,260.08,2840618
2024-10-18,ASML,307.0,309.9,288.68,298.17,2332316
2024-10-18,TMUS,435.62,437.61,423.02,428.93,860251
2024-10-18,CSCO,232.07,246.4,214.89,236.42,4472573
2024-10-18,PEP,472.12,481.77,454.16,478.14,830385
2024-10-18,AZN,52.65,59.54,51.57,56.8,1615686
2024-10-18,LIN,253.0,266.66,244.13,261.49,1614316
2024-10-18,AMD,118.82,136.22,114.07,116.26,4543716
2024-10-18,ADBE,407.24,412.6,395.26,412.35,1412453
2024-10-18,ISRG,461.63,468.94,455.98,468.23,3398627
2024-10-18,INTU,324.0,328.99,314.91,317.68,2333152
2024-10-18,QCOM,382.88,392.15,376.01,386.18,512559
2024-10-18,TXN,404.72,423.58,397.47,406.9,3992912
2024-10-18,BKNG,229.67,232.75,213.35,232.49,2971800
2024-10-18,ARM,370.21,382.7,356.35,374.08,3122171
2024-10-18,CMCSA,301.64,313.66,295.55,304.83,980346
2024-10-18,HON,328.5,339.47,324.44,329.6,1026167
2024-10-18,AMGN,304.42,315.16,299.42,308.12,3498044
2024-10-18,PDD,307.04,314.87,305.03,312.84,1054143
2024-10-18,AMAT,76.89,93.0,71.33,88.5,4337418
2024-10-18,PANW,58.73,78.06,39.09,62.56,2048414
2024-10-18,ADP,439.14,448.21,426.11,438.13,847955
2024-10-18,VRTX,423.63,442.12,406.88,429.15,3619398
2024-10-18,GILD,235.82,244.07,231.36,236.01,763346
2024-10-18,MU,366.79,382.8,360.92,368.87,4237924
2024-10-19,AAPL,213.37,220.2,202.95,208.62,4610187
2024-10-19,MSFT,410.3,419.69,398.07,401.8,1453107
2024-10-19,GOOGL,473.35,480.12,461.67,479.31,4892308
2024-10-19,AMZN,291.73,295.79,277.32,292.45,4190239
2024-10-19,NVDA,353.21,363.71,345.11,356.62,2596297
2024-10-19,META,62.22,71.67,51.31,56.42,4473984
2024-10-19,TSLA,249.75,260.9,240.59,250.78,1079932
2024-10-19,AVGO,120.32,138.47,111.31,126.26,3334713
2024-10-19,COST,278.85,288.1,260.13,275.75,2018154
2024-10-19,NFLX,251.04,258.91,231.09,241.29,2381314
2024-10-19,ASML,443.56,454.5,441.58,449.75,1875053
2024-10-19,TMUS,483.75,489.82,472.11,481.88,2632088
2024-10-19,CSCO,465.52,478.16,448.96,470.36,3057661
2024-10-19,PEP,129.95,135.07,118.78,119.57,3271766
2024-10-19,AZN,270.05,281.64,260.64,276.03,2088334
2024-10-19,LIN,182.66,194.06,168.42,193.98,2240315
2024-10-19,AMD,205.19,209.19,191.12,194.61,3980767
2024-10-19,ADBE,412.32,430.25,409.41,411.94,4613142
2024-10-19,ISRG,208.86,228.32,202.84,216.96,3811572
2024-10-19,INTU,156.37,175.45,150.58,171.5,4623132
2024-10-19,QCOM,167.91,186.2,151.91,177.65,2423802
2024-10-19,TXN,101.47,105.49,93.49,97.51,2405806
2024-10-19,BKNG,140.98,160.24,138.05,146.16,4837555
2024-10-19,ARM,463.71,478.45,445.83,468.06,1612990
2024-10-19,CMCSA,98.68,103.66,95.7,96.69,3034391
2024-10-19,HON,141.38,147.18,127.47,144.83,1225318
2024-10-19,AMGN,227.58,242.88,225.47,236.39,3898230
2024-10-19,PDD,302.82,315.81,294.56,300.07,1836201
2024-10-19,AMAT,85.16,95.45,80.55,85.45,3266296
2024-10-19,PANW,209.48,211.51,203.91,208.23,3738932
2024-10-19,ADP,262.56,280.08,251.3,252.33,3806834
2024-10-19,VRTX,76.36,88.87,66.96,81.26,2985805
2024-10-19,GILD,222.19,226.36,218.18,221.18,4653989
2024-10-19,MU,216.26,229.14,206.9,208.76,3612120
2024-10-20,AAPL,247.89,259.07,241.78,242.93,2414800
2024-10-20,MSFT,376.48,384.58,365.38,376.63,843906
2024-10-20,GOOGL,109.78,112.13,92.28,109.6,1936676
2024-10-20,AMZN,123.58,136.5,120.35,127.67,749550
2024-10-20,NVDA,228.67,232.04,221.89,231.34,2274834
2024-10-20,META,294.7,314.01,282.45,284.27,4144986
2024-10-20,TSLA,214.82,225.86,212.34,217.59,4566192
2024-10-20,AVGO,316.84,334.11,305.51,324.38,2144623
2024-10-20,COST,468.57,488.51,455.5,461.62,4632723
2024-10-20,NFLX,62.17,82.0,60.1,63.33,1902174
2024-10-20,ASML,104.73,110.07,85.7,106.99,4882797
2024-10-20,TMUS,211.82,220.44,208.75,218.31,1857057
2024-10-20,CSCO,119.42,134.9,111.64,120.75,3442737
2024-10-20,PEP,182.49,199.42,175.6,193.17,2102178
2024-10-20,AZN,246.57,253.6,242.07,242.28,1844713
2024-10-20,LIN,198.19,200.65,181.44,193.73,770634
2024-10-20,AMD,484.83,495.65,469.4,488.07,4991425
2024-10-20,ADBE,134.33,136.44,123.07,135.86,2672437
2024-10-20,ISRG,377.33,392.88,371.24,389.08,981807
2024-10-20,INTU,333.96,346.68,319.64,326.54,3426131
2024-10-20,QCOM,103.89,106.79,96.25,100.07,3680577
2024-10-20,TXN,316.33,327.78,305.22,315.83,3527800
2024-10-20,BKNG,202.71,217.76,187.33,204.67,2047742
2024-10-20,ARM,78.23,96.96,65.97,85.96,3423766
2024-10-20,CMCSA,282.67,286.04,269.37,279.61,1411939
2024-10-20,HON,142.81,156.94,135.41,153.04,2115279
2024-10-20,AMGN,473.91,476.63,456.11,473.41,1773415
2024-10-20,PDD,330.93,349.85,318.98,334.68,1036585
2024-10-20,AMAT,161.91,178.41,142.07,164.41,2076276
2024-10-20,PANW,322.48,335.46,312.01,325.11,3813742
2024-10-20,ADP,489.18,493.79,487.85,488.6,1884791
2024-10-20,VRTX,387.11,398.97,375.98,393.58,799117
2024-10-20,GILD,175.4,178.23,163.94,168.55,4875401
2024-10-20,MU,398.54,401.5,390.44,397.63,4094723
2024-10-21,AAPL,414.92,428.59,403.95,415.38,4408872
2024-10-21,MSFT,481.77,499.07,465.81,478.36,2888102
2024-10-21,GOOGL,287.52,296.08,280.94,294.48,4861595
2024-10-21,AMZN,299.33,301.8,293.09,300.96,1102061
2024-10-21,NVDA,245.66,247.3,232.73,239.42,3424088
2024-10-21,META,158.84,176.23,153.19,162.75,1961515
2024-10-21,TSLA,167.11,172.94,150.81,157.85,3029109
2024-10-21,AVGO,136.19,146.08,128.63,142.85,1752273
2024-10-21,COST,88.73,90.12,80.95,82.6,1190591
2024-10-21,NFLX,176.37,187.89,173.43,179.87,1943083
2024-10-21,ASML,349.99,358.81,345.52,348.03,988111
2024-10-21,TMUS,484.53,494.99,475.08,494.2,1970129
2024-10-21,CSCO,360.05,371.73,342.31,364.17,2079320
2024-10-21,PEP,242.61,251.25,224.15,230.92,3134926
2024-10-21,AZN,501.95,511.74,489.34,503.44,2861210
2024-10-21,LIN,168.65,178.62,160.16,175.69,1368021
2024-10-21,AMD,362.39,378.24,354.92,373.85,3795639
2024-10-21,ADBE,262.48,273.67,257.14,264.48,2580305
2024-10-21,ISRG,122.25,130.74,118.12,129.98,4738421
2024-10-21,INTU,136.09,142.36,117.85,141.14,2460360
2024-10-21,QCOM,220.89,239.76,214.22,215.57,1357008
2024-10-21,TXN,384.6,398.51,370.44,380.23,1428567
2024-10-21,BKNG,453.22,468.15,442.08,452.06,1344875
2024-10-21,ARM,264.43,272.06,257.25,265.29,669486
2024-10-21,CMCSA,78.63,80.43,64.92,73.55,2950294
2024-10-21,HON,483.12,488.5,464.01,466.35,2013532
2024-10-21,AMGN,230.38,244.58,216.76,219.04,734142
2024-10-21,PDD,378.96,397.98,373.17,393.43,4756418
2024-10-21,AMAT,419.39,438.18,411.37,427.26,3578900
2024-10-21,PANW,250.3,256.48,246.83,254.92,3971336
2024-10-21,ADP,403.66,413.63,397.45,400.5,4140537
2024-10-21,VRTX,343.31,354.59,328.27,338.39,1189283
2024-10-21,GILD,475.82,485.66,458.51,475.95,4541763
2024-10-21,MU,216.15,235.3,204.06,212.01,4072004
2024-10-22,AAPL,329.75,330.92,324.23,324.25,4930216
2024-10-22,MSFT,178.06,194.38,166.69,170.15,3815343
2024-10-22,GOOGL,228.4,230.13,226.74,228.38,895369
2024-10-22,AMZN,341.63,354.48,329.28,349.92,3406224
2024-10-22,NVDA,91.4,99.15,74.13,82.56,1253090
2024-10-22,META,407.52,414.33,403.13,413.51,1706875
2024-10-22,TSLA,299.96,314.28,296.44,298.55,2972606
2024-10-22,AVGO,466.13,467.3,453.83,458.55,2550282
2024-10-22,COST,284.99,300.83,278.93,291.7,4808495
2024-10-22,NFLX,268.46,274.11,255.75,258.22,3738954
2024-10-22,ASML,192.93,194.4,174.19,193.79,4825645
2024-10-22,TMUS,169.1,179.42,162.22,178.83,3708326
2024-10-22,CSCO,319.38,334.62,314.79,315.15,3532522
2024-10-22,PEP,377.59,379.79,373.26,374.58,2456137
2024-10-22,AZN,326.68,339.19,314.9,338.13,672482
2024-10-22,LIN,331.36,350.61,325.13,334.96,2184461
2024-10-22,AMD,376.77,385.91,369.59,370.31,4273767
2024-10-22,ADBE,174.36,193.23,157.91,164.99,2150434
2024-10-22,ISRG,206.82,221.55,192.03,209.52,3018300
2024-10-22,INTU,318.41,337.52,316.42,316.45,4745816
2024-10-22,QCOM,71.94,87.16,54.77,68.65,3811299
2024-10-22,TXN,111.86,113.91,97.19,105.63,1494101
2024-10-22,BKNG,449.53,456.91,447.94,449.12,4599807
2024-10-22,ARM,58.13,74.41,51.1,70.56,1617951
2024-10-22,CMCSA,383.83,402.39,374.2,391.78,1903183
2024-10-22,HON,141.16,143.43,124.54,134.24,3172286
2024-10-22,AMGN,343.51,351.36,338.71,341.04,2930187
2024-10-22,PDD,149.3,154.56,142.02,142.97,2592633
2024-10-22,AMAT,419.02,423.34,408.05,409.76,1433956
2024-10-22,PANW,144.11,160.59,134.78,138.49,4856390
2024-10-22,ADP,329.46,332.71,325.0,331.9,558418
2024-10-22,VRTX,99.36,105.08,94.41,100.17,2345664
2024-10-22,GILD,420.57,430.72,404.76,407.2,4813881
2024-10-22,MU,187.4,193.45,186.05,189.41,779128
2024-10-23,AAPL,420.2,422.85,408.02,420.8,2610057
2024-10-23,MSFT,210.38,227.66,203.84,213.06,2581916
2024-10-23,GOOGL,311.27,324.05,295.62,310.09,2631062
2024-10-23,AMZN,255.87,269.7,236.88,248.94,2706147
2024-10-23,NVDA,265.19,269.55,258.76,265.95,3529266
2024-10-23,META,142.92,162.91,123.71,127.72,3057235
2024-10-23,TSLA,79.6,85.57,66.58,84.37,1002987
2024-10-23,AVGO,342.79,345.04,326.83,339.31,4280480
2024-10-23,COST,155.55,161.42,137.02,157.54,3053760
2024-10-23,NFLX,140.77,153.66,128.42,131.06,4057486
2024-10-23,ASML,267.33,274.93,261.07,262.27,4043426
2024-10-23,TMUS,59.77,73.28,54.32,59.96,2063114
2024-10-23,CSCO,478.54,492.5,470.15,487.15,770197
2024-10-23,PEP,398.36,399.61,387.79,391.06,3083177
2024-10-23,AZN,205.97,211.75,204.54,210.19,4247398
2024-10-23,LIN,266.99,277.57,258.6,275.32,790606
2024-10-23,AMD,90.4,96.91,84.33,89.06,3364001
2024-10-23,ADBE,43.41,62.87,37.92,61.91,3223518
2024-10-23,ISRG,472.82,476.22,467.33,474.73,2215535
2024-10-23,INTU,397.49,399.05,380.75,385.53,1182424
2024-10-23,QCOM,269.13,280.79,255.37,280.53,1114342
2024-10-23,TXN,215.09,233.69,213.98,227.79,3438382
2024-10-23,BKNG,434.07,440.0,425.96,432.7,937009
2024-10-23,ARM,279.75,295.3,264.54,278.0,2238323
2024-10-23,CMCSA,116.36,126.61,106.11,123.1,4024535
2024-10-23,HON,262.78,267.22,258.88,260.93,3517447
2024-10-23,AMGN,183.9,187.55,172.7,186.89,2778149
2024-10-23,PDD,409.53,417.37,399.9,416.99,733797
2024-10-23,AMAT,209.95,220.35,207.36,219.4,3327427
2024-10-23,PANW,311.66,317.11,295.14,312.92,2584602
2024-10-23,ADP,353.26,357.49,341.54,354.02,698425
2024-10-23,VRTX,155.73,167.17,148.97,157.89,4194842
2024-10-23,GILD,385.98,392.52,384.44,388.83,1008623
2024-10-23,MU,474.75,477.51,457.05,471.18,1233176
2024-10-24,AAPL,96.27,101.92,78.9,98.28,724946
2024-10-24,MSFT,97.49,109.91,84.43,109.21,3208398
2024-10-24,GOOGL,254.84,273.33,237.9,254.59,835321
2024-10-24,AMZN,394.18,409.0,388.76,391.04,2731926
2024-10-24,NVDA,65.4,72.25,51.24,54.08,1024586
2024-10-24,META,166.42,181.25,155.32,176.42,3880705
2024-10-24,TSLA,249.6,265.13,234.68,248.03,1134910
2024-10-24,AVGO,464.09,474.55,450.29,462.73,4620005
2024-10-24,COST,352.85,359.24,336.72,356.4,654889
2024-10-24,NFLX,190.26,209.48,182.1,201.65,2246424
2024-10-24,ASML,311.64,316.54,293.48,304.08,2836258
2024-10-24,TMUS,168.19,177.4,149.86,172.67,3898412
2024-10-24,CSCO,443.62,451.46,438.34,450.58,1974728
2024-10-24,PEP,231.9,233.61,214.57,216.01,4092330
2024-10-24,AZN,361.47,374.22,348.47,350.73,1271103
2024-10-24,LIN,196.24,204.7,191.23,193.29,1712137
2024-10-24,AMD,172.4,182.05,171.23,176.51,4976396
2024-10-24,ADBE,121.39,124.81,115.83,118.9,2167060
2024-10-24,ISRG,102.44,113.71,93.86,108.35,4606217
2024-10-24,INTU,258.54,263.58,254.95,258.56,4491918
2024-10-24,QCOM,277.91,297.32,269.13,269.71,1787915
2024-10-24,TXN,444.29,463.02,436.9,444.27,4996082
2024-10-24,BKNG,438.28,445.76,429.69,432.51,565126
2024-10-24,ARM,335.53,340.83,331.77,333.63,3921662
2024-10-24,CMCSA,404.11,416.69,399.05,406.35,1548301
2024-10-24,HON,239.99,241.38,223.48,237.67,4655998
2024-10-24,AMGN,346.25,357.36,340.71,352.25,1462370
2024-10-24,PDD,143.45,153.72,127.62,131.54,1200598
2024-10-24,AMAT,223.02,242.43,220.88,235.11,2808462
2024-10-24,PANW,177.72,180.25,159.28,171.68,4862232
2024-10-24,ADP,209.83,215.0,190.34,191.08,582488
2024-10-24,VRTX,97.54,106.37,84.77,95.67,4740724
2024-10-24,GILD,365.71,371.51,356.31,366.14,1941490
2024-10-24,MU,481.45,496.94,468.65,490.51,3526688
2024-10-25,AAPL,218.19,228.26,211.7,221.39,3097852
2024-10-25,MSFT,355.09,356.45,339.02,353.58,4606773
2024-10-25,GOOGL,395.47,407.35,392.08,398.91,1473790
2024-10-25,AMZN,301.41,306.36,294.36,298.5,3101552
2024-10-25,NVDA,282.46,301.26,274.48,278.03,3279885
2024-10-25,META,283.37,294.71,275.94,290.58,4078268
2024-10-25,TSLA,269.53,276.08,254.64,258.27,878640
2024-10-25,AVGO,243.78,251.82,228.3,242.08,4703031
2024-10-25,COST,54.03,61.01,38.91,57.99,4901155
2024-10-25,NFLX,215.53,217.71,201.28,216.97,1415358
2024-10-25,ASML,147.33,160.88,127.47,145.86,3618419
2024-10-25,TMUS,482.89,498.78,470.42,471.03,1898087
2024-10-25,CSCO,467.36,468.47,460.89,464.59,4332714
2024-10-25,PEP,199.13,211.77,191.94,201.03,2196151
2024-10-25,AZN,151.07,152.68,144.77,151.1,2205521
2024-10-25,LIN,134.91,150.73,126.69,137.87,2264043
2024-10-25,AMD,410.1,418.87,393.5,407.03,1952306
2024-10-25,ADBE,405.41,408.31,390.45,394.58,1080166
2024-10-25,ISRG,137.61,149.75,124.07,145.74,4677618
2024-10-25,INTU,310.64,330.05,306.05,315.59,3321605
2024-10-25,QCOM,475.13,481.28,468.01,470.72,4352780
2024-10-25,TXN,249.86,255.52,239.85,245.81,2658636
2024-10-25,BKNG,429.96,433.42,419.93,426.65,1096073
2024-10-25,ARM,333.13,347.04,313.69,333.91,3716934
2024-10-25,CMCSA,456.92,474.99,453.96,473.44,3220210
2024-10-25,HON,418.97,422.49,409.91,411.94,2329332
2024-10-25,AMGN,300.58,313.62,283.34,302.87,4019025
2024-10-25,PDD,438.99,457.46,425.05,429.84,2703897
2024-10-25,AMAT,138.52,150.03,123.62,149.45,3615549
2024-10-25,PANW,438.22,454.07,418.75,421.36,4805894
2024-10-25,ADP,158.56,159.7,155.12,157.33,4772360
2024-10-25,VRTX,498.0,505.23,483.22,503.64,2732950
2024-10-25,GILD,410.88,425.09,391.61,394.91,952181
2024-10-25,MU,277.73,284.42,275.62,280.55,4151618
2024-10-26,AAPL,493.5,508.13,479.65,497.31,3047133
2024-10-26,MSFT,436.43,452.85,432.56,451.46,3579293
2024-10-26,GOOGL,289.17,296.88,281.02,281.57,3054476
2024-10-26,AMZN,431.38,439.71,412.22,435.12,3183839
2024-10-26,NVDA,335.9,350.68,320.43,331.17,3561135
2024-10-26,META,78.88,80.57,59.11,78.68,2035134
2024-10-26,TSLA,391.05,409.66,372.63,385.39,3983137
2024-10-26,AVGO,482.97,486.71,472.27,477.34,1327696
2024-10-26,COST,108.86,114.95,89.13,91.89,3763041
2024-10-26,NFLX,297.95,300.09,287.37,289.95,2046410
2024-10-26,ASML,168.34,179.9,155.98,157.34,2821288
2024-10-26,TMUS,344.02,347.47,334.19,338.26,2851353
2024-10-26,CSCO,209.3,221.11,192.81,215.69,1796579
2024-10-26,PEP,104.94,107.34,85.62,103.54,4477200
2024-10-26,AZN,394.86,409.44,383.33,388.69,4792534
2024-10-26,LIN,464.44,474.07,447.38,455.85,4312332
2024-10-26,AMD,242.83,259.56,231.33,238.21,3947592
2024-10-26,ADBE,186.02,204.9,176.63,178.87,3950415
2024-10-26,ISRG,153.3,172.78,140.65,147.91,2756631
2024-10-26,INTU,367.88,383.92,362.54,370.93,2217788
2024-10-26,QCOM,297.44,305.21,277.56,277.98,1717070
2024-10-26,TXN,413.13,419.51,395.28,417.93,1619319
2024-10-26,BKNG,86.35,90.7,77.93,85.25,1437340
2024-10-26,ARM,94.96,112.81,91.02,98.82,3381162
2024-10-26,CMCSA,423.05,427.68,408.78,410.44,3656524
2024-10-26,HON,394.08,396.3,388.45,395.93,3714999
2024-10-26,AMGN,70.68,79.91,58.62,58.93,2483048
2024-10-26,PDD,219.51,227.9,203.49,206.49,2061775
2024-10-26,AMAT,302.86,315.19,297.89,312.79,2515782
2024-10-26,PANW,309.16,313.78,297.69,304.96,2905581
2024-10-26,ADP,73.58,92.75,69.24,85.72,4534318
2024-10-26,VRTX,135.73,142.73,132.72,133.51,2371927
2024-10-26,GILD,349.2,351.47,333.96,336.93,4585085
2024-10-26,MU,203.55,210.59,196.02,204.86,4291650
2024-10-27,AAPL,177.83,190.03,166.22,183.69,621244
2024-10-27,MSFT,257.84,264.12,254.13,254.61,3971927
2024-10-27,GOOGL,54.68,67.89,49.95,55.86,2437511
2024-10-27,AMZN,298.01,300.96,278.83,294.78,3282930
2024-10-27,NVDA,67.39,86.44,53.15,62.04,4874322
